high_version, low_version, similarity
3.4.0, 1.10.2, 0.12375563240071256
3.4.0, 1.10.1, 0.12375563240071256
3.4.0, 1.10.0, 0.12124069998952111
3.4.0, 1.9.1, 0.09462433197107828
3.4.0, 1.9.0, 0.0978727863355339
3.4.0, 1.8.3, 0.0635020433825841
3.4.0, 1.8.2, 0.0635020433825841
3.4.0, 1.8.1, 0.0635020433825841
3.4.0, 1.8.0, 0.05354710258828461
3.4.0, 1.7.2, 0.028607356177302735
3.4.0, 1.7.1, 0.025358901812847112
3.4.0, 1.7.0, 0.025358901812847112
3.4.0, 1.7, 0.025358901812847112
3.4.0, 1.6.4, 0.021062558943728386
3.4.0, 1.6.3, 0.021062558943728386
3.4.0, 1.6.2, 0.015299172168081316
3.4.0, 1.6.1, 0.015299172168081316
3.4.0, 1.6.0, 0.015299172168081316
3.4.0, 1.6, 0.015299172168081316
3.4.0, 1.5.2, 0.015299172168081316
3.4.0, 1.5.1, 0.015299172168081316
3.4.0, 1.5.0, 0.015299172168081316
3.4.0, 1.5, 0.015299172168081316
3.4.0, 1.4.4, 0.009430996541967935
3.4.0, 1.4.3, 0.00817353033637221
3.4.0, 1.4.2, 0.00817353033637221
3.4.0, 1.4.1, 0.00817353033637221
3.4.0, 1.4.0, 0.00817353033637221
3.4.0, 1.4, 0.00817353033637221
3.4.0, 1.3.2, 0.00817353033637221
3.4.0, 1.3.1, 0.00817353033637221
3.4.0, 1.3.0, 0.00817353033637221
3.4.0, 1.3, 0.00817353033637221
3.4.0, 1.2.6, 0.00817353033637221
3.4.0, 1.2.5, 0.00817353033637221
3.4.0, 1.2.4, 0.00817353033637221
3.4.0, 1.2.3, 0.00817353033637221
3.4.0, 1.2.2, 0.00817353033637221
3.4.0, 1.2.1, 0.00817353033637221
3.4.0, 1.2, 0.00817353033637221
3.4.0, 1.1.4, 0.00817353033637221
3.4.0, 1.1.3.1, 0.00817353033637221
3.4.0, 1.1.3, 0.00817353033637221
3.4.0, 1.1.2, 0.00817353033637221
3.4.0, 1.1.1, 0.00817353033637221
3.4.0, 1.1, 0.00817353033637221
3.4.0, 1.0.4, 0.00817353033637221
3.4.0, 1.0.3, 0.00817353033637221
3.4.0, 1.0.2, 0.00817353033637221
3.4.0, 1.0.1, 0.00817353033637221
3.4.0, 1.0, 0.00817353033637221
3.3.1, 3.3.0, 0.8720318040184807
3.3.1, 3.2.1, 0.7484688943805737
3.3.1, 3.2.0, 0.7476093263135275
3.3.1, 3.1.1, 0.6853980874610508
3.3.1, 3.1.0, 0.6569248952401419
3.3.1, 3.0.0, 0.6569248952401419
3.3.1, 2.2.4, 0.4272053293220157
3.3.1, 2.2.3, 0.41893198667669496
3.3.1, 2.2.2, 0.41839475663479103
3.3.1, 2.2.1, 0.4119479961319437
3.3.1, 2.2.0, 0.414849038358225
3.3.1, 2.1.4, 0.1998495755882669
3.3.1, 2.1.3, 0.1998495755882669
3.3.1, 2.1.2, 0.1998495755882669
3.3.1, 2.1.1, 0.1968410873536048
3.3.1, 2.1.0, 0.19565918126141613
3.3.1, 2.0.3, 0.15934243042870957
3.3.1, 2.0.2, 0.15934243042870957
3.3.1, 2.0.1, 0.15676372622757065
3.3.1, 2.0.0, 0.13763833673579026
3.3.1, 1.12.4, 0.2535725797786612
3.3.1, 1.12.3, 0.2535725797786612
3.3.1, 1.12.2, 0.2530353497367573
3.3.1, 1.12.1, 0.2530353497367573
3.3.1, 1.12.0, 0.2530353497367573
3.3.1, 1.11.3, 0.14408509723863758
3.3.1, 1.11.2, 0.14408509723863758
3.3.1, 1.11.1, 0.14408509723863758
3.3.1, 1.11.0, 0.1430106371548297
3.3.1, 1.10.2, 0.12925754808208875
3.3.1, 1.10.1, 0.12925754808208875
3.3.1, 1.10.0, 0.12667884388094983
3.3.1, 1.9.1, 0.0993875577522295
3.3.1, 1.9.0, 0.10271838401203395
3.3.1, 1.8.3, 0.06747609326313528
3.3.1, 1.8.2, 0.06747609326313528
3.3.1, 1.8.1, 0.06747609326313528
3.3.1, 1.8.0, 0.05726872246696035
3.3.1, 1.7.2, 0.03169657247233265
3.3.1, 1.7.1, 0.028365746212528204
3.3.1, 1.7.0, 0.028365746212528204
3.3.1, 1.7, 0.028365746212528204
3.3.1, 1.6.4, 0.02396045986891587
3.3.1, 1.6.3, 0.02396045986891587
3.3.1, 1.6.2, 0.018050929407972493
3.3.1, 1.6.1, 0.018050929407972493
3.3.1, 1.6.0, 0.018050929407972493
3.3.1, 1.6, 0.018050929407972493
3.3.1, 1.5.2, 0.018050929407972493
3.3.1, 1.5.1, 0.018050929407972493
3.3.1, 1.5.0, 0.018050929407972493
3.3.1, 1.5, 0.018050929407972493
3.3.1, 1.4.4, 0.01203395293864833
3.3.1, 1.4.3, 0.010744600838078865
3.3.1, 1.4.2, 0.008380788653701515
3.3.1, 1.4.1, 0.008380788653701515
3.3.1, 1.4.0, 0.008380788653701515
3.3.1, 1.4, 0.008380788653701515
3.3.1, 1.3.2, 0.008380788653701515
3.3.1, 1.3.1, 0.008380788653701515
3.3.1, 1.3.0, 0.008380788653701515
3.3.1, 1.3, 0.008380788653701515
3.3.1, 1.2.6, 0.008380788653701515
3.3.1, 1.2.5, 0.008380788653701515
3.3.1, 1.2.4, 0.008380788653701515
3.3.1, 1.2.3, 0.008380788653701515
3.3.1, 1.2.2, 0.008380788653701515
3.3.1, 1.2.1, 0.008380788653701515
3.3.1, 1.2, 0.008380788653701515
3.3.1, 1.1.4, 0.008380788653701515
3.3.1, 1.1.3.1, 0.008380788653701515
3.3.1, 1.1.3, 0.008380788653701515
3.3.1, 1.1.2, 0.008380788653701515
3.3.1, 1.1.1, 0.008380788653701515
3.3.1, 1.1, 0.008380788653701515
3.3.1, 1.0.4, 0.008380788653701515
3.3.1, 1.0.3, 0.008380788653701515
3.3.1, 1.0.2, 0.008380788653701515
3.3.1, 1.0.1, 0.008380788653701515
3.3.1, 1.0, 0.008380788653701515
3.3.0, 3.2.1, 0.7484688943805737
3.3.0, 3.2.0, 0.7476093263135275
3.3.0, 3.1.1, 0.6853980874610508
3.3.0, 3.1.0, 0.6569248952401419
3.3.0, 3.0.0, 0.6569248952401419
3.3.0, 2.2.4, 0.4272053293220157
3.3.0, 2.2.3, 0.41893198667669496
3.3.0, 2.2.2, 0.41839475663479103
3.3.0, 2.2.1, 0.4119479961319437
3.3.0, 2.2.0, 0.414849038358225
3.3.0, 2.1.4, 0.1998495755882669
3.3.0, 2.1.3, 0.1998495755882669
3.3.0, 2.1.2, 0.1998495755882669
3.3.0, 2.1.1, 0.1968410873536048
3.3.0, 2.1.0, 0.19565918126141613
3.3.0, 2.0.3, 0.15934243042870957
3.3.0, 2.0.2, 0.15934243042870957
3.3.0, 2.0.1, 0.15676372622757065
3.3.0, 2.0.0, 0.13763833673579026
3.3.0, 1.12.4, 0.2535725797786612
3.3.0, 1.12.3, 0.2535725797786612
3.3.0, 1.12.2, 0.2530353497367573
3.3.0, 1.12.1, 0.2530353497367573
3.3.0, 1.12.0, 0.2530353497367573
3.3.0, 1.11.3, 0.14408509723863758
3.3.0, 1.11.2, 0.14408509723863758
3.3.0, 1.11.1, 0.14408509723863758
3.3.0, 1.11.0, 0.1430106371548297
3.3.0, 1.10.2, 0.12925754808208875
3.3.0, 1.10.1, 0.12925754808208875
3.3.0, 1.10.0, 0.12667884388094983
3.3.0, 1.9.1, 0.0993875577522295
3.3.0, 1.9.0, 0.10271838401203395
3.3.0, 1.8.3, 0.06747609326313528
3.3.0, 1.8.2, 0.06747609326313528
3.3.0, 1.8.1, 0.06747609326313528
3.3.0, 1.8.0, 0.05726872246696035
3.3.0, 1.7.2, 0.03169657247233265
3.3.0, 1.7.1, 0.028365746212528204
3.3.0, 1.7.0, 0.028365746212528204
3.3.0, 1.7, 0.028365746212528204
3.3.0, 1.6.4, 0.02396045986891587
3.3.0, 1.6.3, 0.02396045986891587
3.3.0, 1.6.2, 0.018050929407972493
3.3.0, 1.6.1, 0.018050929407972493
3.3.0, 1.6.0, 0.018050929407972493
3.3.0, 1.6, 0.018050929407972493
3.3.0, 1.5.2, 0.018050929407972493
3.3.0, 1.5.1, 0.018050929407972493
3.3.0, 1.5.0, 0.018050929407972493
3.3.0, 1.5, 0.018050929407972493
3.3.0, 1.4.4, 0.01203395293864833
3.3.0, 1.4.3, 0.010744600838078865
3.3.0, 1.4.2, 0.008380788653701515
3.3.0, 1.4.1, 0.008380788653701515
3.3.0, 1.4.0, 0.008380788653701515
3.3.0, 1.4, 0.008380788653701515
3.3.0, 1.3.2, 0.008380788653701515
3.3.0, 1.3.1, 0.008380788653701515
3.3.0, 1.3.0, 0.008380788653701515
3.3.0, 1.3, 0.008380788653701515
3.3.0, 1.2.6, 0.008380788653701515
3.3.0, 1.2.5, 0.008380788653701515
3.3.0, 1.2.4, 0.008380788653701515
3.3.0, 1.2.3, 0.008380788653701515
3.3.0, 1.2.2, 0.008380788653701515
3.3.0, 1.2.1, 0.008380788653701515
3.3.0, 1.2, 0.008380788653701515
3.3.0, 1.1.4, 0.008380788653701515
3.3.0, 1.1.3.1, 0.008380788653701515
3.3.0, 1.1.3, 0.008380788653701515
3.3.0, 1.1.2, 0.008380788653701515
3.3.0, 1.1.1, 0.008380788653701515
3.3.0, 1.1, 0.008380788653701515
3.3.0, 1.0.4, 0.008380788653701515
3.3.0, 1.0.3, 0.008380788653701515
3.3.0, 1.0.2, 0.008380788653701515
3.3.0, 1.0.1, 0.008380788653701515
3.3.0, 1.0, 0.008380788653701515
3.2.1, 3.2.0, 0.8741931954928345
3.2.1, 3.1.1, 0.8327316486161251
3.2.1, 3.1.0, 0.8045071655179958
3.2.1, 3.0.0, 0.8037413849688217
3.2.1, 2.2.4, 0.5360463844218357
3.2.1, 2.2.3, 0.5289355650366481
3.2.1, 2.2.2, 0.5283885789300952
3.2.1, 2.2.1, 0.5222623345367028
3.2.1, 2.2.0, 0.5262006345038835
3.2.1, 2.1.4, 0.2564270867519965
3.2.1, 2.1.3, 0.2564270867519965
3.2.1, 2.1.2, 0.2564270867519965
3.2.1, 2.1.1, 0.2533639645553003
3.2.1, 2.1.0, 0.25051963680122524
3.2.1, 2.0.3, 0.19407067060496663
3.2.1, 2.0.2, 0.1926485067279291
3.2.1, 2.0.1, 0.19002297341647523
3.2.1, 2.0.0, 0.1670495569412537
3.2.1, 1.12.4, 0.323815775079313
3.2.1, 1.12.3, 0.323815775079313
3.2.1, 1.12.2, 0.32326878897276007
3.2.1, 1.12.1, 0.3237063778580024
3.2.1, 1.12.0, 0.3246909528497976
3.2.1, 1.11.3, 0.18225577070342414
3.2.1, 1.11.2, 0.18225577070342414
3.2.1, 1.11.1, 0.18225577070342414
3.2.1, 1.11.0, 0.17952084017065967
3.2.1, 1.10.2, 0.15578164314626408
3.2.1, 1.10.1, 0.15435947926922655
3.2.1, 1.10.0, 0.15173394595777268
3.2.1, 1.9.1, 0.12044634066294715
3.2.1, 1.9.0, 0.12394705174488568
3.2.1, 1.8.3, 0.07384312438464063
3.2.1, 1.8.2, 0.07384312438464063
3.2.1, 1.8.1, 0.07384312438464063
3.2.1, 1.8.0, 0.06345038836013565
3.2.1, 1.7.2, 0.03686686358166503
3.2.1, 1.7.1, 0.03325675527841593
3.2.1, 1.7.0, 0.032381577507931296
3.2.1, 1.7, 0.032381577507931296
3.2.1, 1.6.4, 0.02789629143419757
3.2.1, 1.6.3, 0.02789629143419757
3.2.1, 1.6.2, 0.021879444262115744
3.2.1, 1.6.1, 0.021879444262115744
3.2.1, 1.6.0, 0.021879444262115744
3.2.1, 1.6, 0.021879444262115744
3.2.1, 1.5.2, 0.021879444262115744
3.2.1, 1.5.1, 0.021879444262115744
3.2.1, 1.5.0, 0.021879444262115744
3.2.1, 1.5, 0.021879444262115744
3.2.1, 1.4.4, 0.015753199868723335
3.2.1, 1.4.3, 0.01444043321299639
3.2.1, 1.4.2, 0.011486708237610764
3.2.1, 1.4.1, 0.011486708237610764
3.2.1, 1.4.0, 0.00853298326222514
3.2.1, 1.4, 0.00853298326222514
3.2.1, 1.3.2, 0.00853298326222514
3.2.1, 1.3.1, 0.00853298326222514
3.2.1, 1.3.0, 0.00853298326222514
3.2.1, 1.3, 0.00853298326222514
3.2.1, 1.2.6, 0.00853298326222514
3.2.1, 1.2.5, 0.00853298326222514
3.2.1, 1.2.4, 0.00853298326222514
3.2.1, 1.2.3, 0.00853298326222514
3.2.1, 1.2.2, 0.00853298326222514
3.2.1, 1.2.1, 0.00853298326222514
3.2.1, 1.2, 0.00853298326222514
3.2.1, 1.1.4, 0.00853298326222514
3.2.1, 1.1.3.1, 0.00853298326222514
3.2.1, 1.1.3, 0.00853298326222514
3.2.1, 1.1.2, 0.00853298326222514
3.2.1, 1.1.1, 0.00853298326222514
3.2.1, 1.1, 0.00853298326222514
3.2.1, 1.0.4, 0.00853298326222514
3.2.1, 1.0.3, 0.00853298326222514
3.2.1, 1.0.2, 0.00853298326222514
3.2.1, 1.0.1, 0.00853298326222514
3.2.1, 1.0, 0.00853298326222514
3.2.0, 3.1.1, 0.8336982701992556
3.2.0, 3.1.0, 0.8054521567768776
3.2.0, 3.0.0, 0.804685789358441
3.2.0, 2.2.4, 0.5366761550251806
3.2.0, 2.2.3, 0.5295598861396978
3.2.0, 2.2.2, 0.5290124808408145
3.2.0, 2.2.1, 0.5228815414933217
3.2.0, 2.2.0, 0.5262754543463981
3.2.0, 2.1.4, 0.2566236041164878
3.2.0, 2.1.3, 0.2566236041164878
3.2.0, 2.1.2, 0.2566236041164878
3.2.0, 2.1.1, 0.2535581344427414
3.2.0, 2.1.0, 0.25071162688854826
3.2.0, 2.0.3, 0.19421940004379243
3.2.0, 2.0.2, 0.19279614626669586
3.2.0, 2.0.1, 0.19016860083205606
3.2.0, 2.0.0, 0.16717757827895774
3.2.0, 1.12.4, 0.3247208232975695
3.2.0, 1.12.3, 0.3247208232975695
3.2.0, 1.12.2, 0.3241734179986862
3.2.0, 1.12.1, 0.32461134223779287
3.2.0, 1.12.0, 0.3255966717757828
3.2.0, 1.11.3, 0.1823954455879133
3.2.0, 1.11.2, 0.1823954455879133
3.2.0, 1.11.1, 0.1823954455879133
3.2.0, 1.11.0, 0.17965841909349684
3.2.0, 1.10.2, 0.1559010291219619
3.2.0, 1.10.1, 0.15447777534486534
3.2.0, 1.10.0, 0.15185022991022554
3.2.0, 1.9.1, 0.12053864681410116
3.2.0, 1.9.0, 0.12404204072695424
3.2.0, 1.8.3, 0.07389971534924458
3.2.0, 1.8.2, 0.07389971534924458
3.2.0, 1.8.1, 0.07389971534924458
3.2.0, 1.8.0, 0.06349901467046201
3.2.0, 1.7.2, 0.03689511714473396
3.2.0, 1.7.1, 0.03328224217210422
3.2.0, 1.7.0, 0.03240639369389096
3.2.0, 1.7, 0.03240639369389096
3.2.0, 1.6.4, 0.027917670243047952
3.2.0, 1.6.3, 0.027917670243047952
3.2.0, 1.6.2, 0.02189621195533173
3.2.0, 1.6.1, 0.02189621195533173
3.2.0, 1.6.0, 0.02189621195533173
3.2.0, 1.6, 0.02189621195533173
3.2.0, 1.5.2, 0.02189621195533173
3.2.0, 1.5.1, 0.02189621195533173
3.2.0, 1.5.0, 0.02189621195533173
3.2.0, 1.5, 0.02189621195533173
3.2.0, 1.4.4, 0.015765272607838846
3.2.0, 1.4.3, 0.01445149989051894
3.2.0, 1.4.2, 0.011495511276549157
3.2.0, 1.4.1, 0.011495511276549157
3.2.0, 1.4.0, 0.008539522662579374
3.2.0, 1.4, 0.008539522662579374
3.2.0, 1.3.2, 0.008539522662579374
3.2.0, 1.3.1, 0.008539522662579374
3.2.0, 1.3.0, 0.008539522662579374
3.2.0, 1.3, 0.008539522662579374
3.2.0, 1.2.6, 0.008539522662579374
3.2.0, 1.2.5, 0.008539522662579374
3.2.0, 1.2.4, 0.008539522662579374
3.2.0, 1.2.3, 0.008539522662579374
3.2.0, 1.2.2, 0.008539522662579374
3.2.0, 1.2.1, 0.008539522662579374
3.2.0, 1.2, 0.008539522662579374
3.2.0, 1.1.4, 0.008539522662579374
3.2.0, 1.1.3.1, 0.008539522662579374
3.2.0, 1.1.3, 0.008539522662579374
3.2.0, 1.1.2, 0.008539522662579374
3.2.0, 1.1.1, 0.008539522662579374
3.2.0, 1.1, 0.008539522662579374
3.2.0, 1.0.4, 0.008539522662579374
3.2.0, 1.0.3, 0.008539522662579374
3.2.0, 1.0.2, 0.008539522662579374
3.2.0, 1.0.1, 0.008539522662579374
3.2.0, 1.0, 0.008539522662579374
3.1.1, 3.1.0, 0.8540338535941965
3.1.1, 3.0.0, 0.8532644537260936
3.1.1, 2.2.4, 0.5837546713563421
3.1.1, 2.2.3, 0.5766102440096724
3.1.1, 2.2.2, 0.5760606726753132
3.1.1, 2.2.1, 0.5688063310617718
3.1.1, 2.2.0, 0.5716641020004397
3.1.1, 2.1.4, 0.2832490657287316
3.1.1, 2.1.3, 0.2832490657287316
3.1.1, 2.1.2, 0.2832490657287316
3.1.1, 2.1.1, 0.28017146625632006
3.1.1, 2.1.0, 0.2764343811826775
3.1.1, 2.0.3, 0.2118047922620356
3.1.1, 2.0.2, 0.20993624972521432
3.1.1, 2.0.1, 0.20696856451967466
3.1.1, 2.0.0, 0.18157836887227963
3.1.1, 1.12.4, 0.3529347109254781
3.1.1, 1.12.3, 0.3529347109254781
3.1.1, 1.12.2, 0.35238513959111895
3.1.1, 1.12.1, 0.3528247966586063
3.1.1, 1.12.0, 0.35381402506045284
3.1.1, 1.11.3, 0.20290173664541658
3.1.1, 1.11.2, 0.20290173664541658
3.1.1, 1.11.1, 0.20290173664541658
3.1.1, 1.11.0, 0.2008133655748516
3.1.1, 1.10.2, 0.16904814244888985
3.1.1, 1.10.1, 0.16761925697955596
3.1.1, 1.10.0, 0.16498131457463178
3.1.1, 1.9.1, 0.13101780611123323
3.1.1, 1.9.0, 0.13651351945482523
3.1.1, 1.8.3, 0.08078698615080238
3.1.1, 1.8.2, 0.08078698615080238
3.1.1, 1.8.1, 0.08078698615080238
3.1.1, 1.8.0, 0.07034513079797758
3.1.1, 1.7.2, 0.04143767861068367
3.1.1, 1.7.1, 0.03781050780391295
3.1.1, 1.7.0, 0.036931193668938225
3.1.1, 1.7, 0.036931193668938225
3.1.1, 1.6.4, 0.03242470872719279
3.1.1, 1.6.3, 0.03242470872719279
3.1.1, 1.6.2, 0.026379424049241592
3.1.1, 1.6.1, 0.026379424049241592
3.1.1, 1.6.0, 0.026379424049241592
3.1.1, 1.6, 0.026379424049241592
3.1.1, 1.5.2, 0.026379424049241592
3.1.1, 1.5.1, 0.026379424049241592
3.1.1, 1.5.0, 0.026379424049241592
3.1.1, 1.5, 0.026379424049241592
3.1.1, 1.4.4, 0.020224225104418552
3.1.1, 1.4.3, 0.018905253901956475
3.1.1, 1.4.2, 0.013519454825236315
3.1.1, 1.4.1, 0.013519454825236315
3.1.1, 1.4.0, 0.010551769619696637
3.1.1, 1.4, 0.010551769619696637
3.1.1, 1.3.2, 0.010551769619696637
3.1.1, 1.3.1, 0.010551769619696637
3.1.1, 1.3.0, 0.010551769619696637
3.1.1, 1.3, 0.010551769619696637
3.1.1, 1.2.6, 0.010551769619696637
3.1.1, 1.2.5, 0.010551769619696637
3.1.1, 1.2.4, 0.010551769619696637
3.1.1, 1.2.3, 0.010551769619696637
3.1.1, 1.2.2, 0.010551769619696637
3.1.1, 1.2.1, 0.010551769619696637
3.1.1, 1.2, 0.010551769619696637
3.1.1, 1.1.4, 0.010551769619696637
3.1.1, 1.1.3.1, 0.010551769619696637
3.1.1, 1.1.3, 0.010551769619696637
3.1.1, 1.1.2, 0.010551769619696637
3.1.1, 1.1.1, 0.010551769619696637
3.1.1, 1.1, 0.010551769619696637
3.1.1, 1.0.4, 0.010551769619696637
3.1.1, 1.0.3, 0.010551769619696637
3.1.1, 1.0.2, 0.010551769619696637
3.1.1, 1.0.1, 0.010551769619696637
3.1.1, 1.0, 0.010551769619696637
3.1.0, 3.0.0, 0.8792356404843906
3.1.0, 2.2.4, 0.6330407732474169
3.1.0, 2.2.3, 0.6258193534051772
3.1.0, 2.2.2, 0.6252638595711587
3.1.0, 2.2.1, 0.6192645261637596
3.1.0, 2.2.0, 0.6221530941006554
3.1.0, 2.1.4, 0.3008554605043884
3.1.0, 2.1.3, 0.3008554605043884
3.1.0, 2.1.2, 0.3008554605043884
3.1.0, 2.1.1, 0.2977446950338851
3.1.0, 2.1.0, 0.2939673369625597
3.1.0, 2.0.3, 0.2237529163426286
3.1.0, 2.0.2, 0.2218642373069659
3.1.0, 2.0.1, 0.2188645706032663
3.1.0, 2.0.0, 0.19386734807243639
3.1.0, 1.12.4, 0.3866237084768359
3.1.0, 1.12.3, 0.3866237084768359
3.1.0, 1.12.2, 0.3860682146428175
3.1.0, 1.12.1, 0.3841795356071548
3.1.0, 1.12.0, 0.38517942450838794
3.1.0, 1.11.3, 0.21853127430285524
3.1.0, 1.11.2, 0.21853127430285524
3.1.0, 1.11.1, 0.21853127430285524
3.1.0, 1.11.0, 0.21642039773358515
3.1.0, 1.10.2, 0.18020219975558271
3.1.0, 1.10.1, 0.17875791578713476
3.1.0, 1.10.0, 0.17609154538384625
3.1.0, 1.9.1, 0.1389845572714143
3.1.0, 1.9.0, 0.14520608821242084
3.1.0, 1.8.3, 0.08376847016998111
3.1.0, 1.8.2, 0.08376847016998111
3.1.0, 1.8.1, 0.08376847016998111
3.1.0, 1.8.0, 0.0732140873236307
3.1.0, 1.7.2, 0.043995111654260635
3.1.0, 1.7.1, 0.03844017331407621
3.1.0, 1.7.0, 0.03755138317964671
3.1.0, 1.7, 0.03755138317964671
3.1.0, 1.6.4, 0.03299633374069548
3.1.0, 1.6.3, 0.03299633374069548
3.1.0, 1.6.2, 0.026885901566492613
3.1.0, 1.6.1, 0.026885901566492613
3.1.0, 1.6.0, 0.026885901566492613
3.1.0, 1.6, 0.026885901566492613
3.1.0, 1.5.2, 0.026885901566492613
3.1.0, 1.5.1, 0.026885901566492613
3.1.0, 1.5.0, 0.026885901566492613
3.1.0, 1.5, 0.026885901566492613
3.1.0, 1.4.4, 0.020664370625486057
3.1.0, 1.4.3, 0.019331185423841796
3.1.0, 1.4.2, 0.01388734585046106
3.1.0, 1.4.1, 0.01388734585046106
3.1.0, 1.4.0, 0.01088767914676147
3.1.0, 1.4, 0.01088767914676147
3.1.0, 1.3.2, 0.01088767914676147
3.1.0, 1.3.1, 0.01088767914676147
3.1.0, 1.3.0, 0.01088767914676147
3.1.0, 1.3, 0.01088767914676147
3.1.0, 1.2.6, 0.01088767914676147
3.1.0, 1.2.5, 0.01088767914676147
